Issued date,Invoice ID,Type,Due date,Status,Currency,Invoice amount,Balance due,Billing period,Service provider,Charge type,Purchase order ID,Payer account ID
"January 2, 2025","1992772153","Invoice","January 2, 2025","Past due","INR","31.74","31.74","December 2024","AWS India","Usage","-","137068223858"
